id,name,title,target_area_search,subsidy_max_limit,acceptance_start_datetime,acceptance_end_datetime,target_number_of_employees
a0WJ200000CDXIDMA5,S-00007972,【飯塚市】令和7年度外国人材受入環境整備事業費補助金,福岡県,300000,2025-04-01T01:46:00.000Z,2026-03-31T01:46:00.000Z,従業員数の制約なし
a0WJ200000CDXI3MAP,S-00007970,【飯塚市】令和7年度海外展開支援事業費補助金,福岡県,100000,2025-04-01T00:55:00.000Z,2026-03-31T00:55:00.000Z,300名以下
a0WJ200000CDXH6MAP,S-00007965,【執行団体/事務局 公募】令和７年度 コンテンツ産業成長投資支援事業費補助金（ＩＰ新規創出支援）,全国,1000000000,2026-02-09T04:00:00.000Z,2026-03-02T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDXGwMAP,S-00007963,【経済産業省】脱炭素電源地域貢献型投資促進事業費補助金,全国,210000000000,2026-02-05T01:00:00.000Z,2026-02-25T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDXFjMAP,S-00007958,地上基幹放送等に関する耐災害性強化支援事業（令和８年度公募）,全国,0,2026-01-30T05:00:00.000Z,2027-03-31T05:00:00.000Z,従業員数の制約なし
a0WJ200000CDXFUMA5,S-00007951,令和８年度地域経済政策推進事業費補助金（映像・芸術文化を通じた関係人口創出事業）,全国,124525000,2026-01-30T01:00:00.000Z,2026-02-20T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDXFPMA5,S-00007950,横浜市省エネ診断支援補助金,神奈川県,50000,2025-05-12T15:00:00.000Z,2026-02-28T14:59:00.000Z,300名以下
a0WJ200000CDXF6MAP,S-00007948,令和7年度フュージョンエネルギー発電実証推進事業補助金,全国,60020000000,2026-01-26T00:00:00.000Z,2026-02-27T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDXESMA5,S-00007941,先進的設備等を活用した放送コンテンツ製作促進事業,全国,847000000,2026-01-28T05:00:00.000Z,2026-02-18T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDXENMA5,S-00007940,民放ラジオ難聴解消支援事業（令和８年度公募）,全国,0,2026-01-30T05:00:00.000Z,2027-03-31T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDXCvMAP,S-00007927,水力発電導入促進支援事業費補助金_執行団体公募（令和８年度）,全国,1898334000,2026-01-26T00:00:00.000Z,2026-02-16T04:00:00.000Z,従業員数の制約なし
a0WJ200000CDXCqMAP,S-00007926,令和８年度産油国石油精製技術等対策事業費補助金（石炭採掘技術等新事業取組等支援補助金に係るもの）,全国,200000000,2026-01-28T05:00:00.000Z,2026-02-17T09:00:00.000Z,従業員数の制約なし
a0WJ200000CDXBsMAP,S-00007915,洋上風力発電人材育成事業費補助金（令和８年度事務局公募）,全国,569000000,2025-01-27T01:00:00.000Z,2026-02-18T09:00:00.000Z,従業員数の制約なし
a0WJ200000CDXBnMAP,S-00007914,令和8年度地熱発電の資源量調査事業費助成金交付事業_第1回,全国,9999999999,2026-02-02T00:00:00.000Z,2026-03-16T14:45:00.000Z,従業員数の制約なし
a0WJ200000CDX78MAH,S-00007874,令和７年度補正予算・令和８年度当初予算＿辺地共聴施設の高度化支援事業,全国,0,2026-01-23T05:00:00.000Z,2026-05-29T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX6lMAH,S-00007871,令和７年度補正及び令和８年度当初予算_ケーブルテレビネットワークの耐災害性強化事業（2026年公募）,全国,0,2026-01-23T05:00:00.000Z,2026-05-29T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX6gMAH,S-00007870,「国際実証における現地制度調査及び事業化評価時のビジネスモデル等の分析調査」の公募,全国,0,2026-02-09T01:00:00.000Z,2026-02-26T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX5xMAH,S-00007861,令和8年度【新規】地域復興実用化開発等促進事業費補助金,福島県,700000000,2026-02-06T05:00:00.000Z,2026-03-23T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDX5iMAH,S-00007858,令和8年度_産油国石油精製技術等対策事業費補助金（石油天然ガス権益・安定供給の確保に向けた資源国との関係強化支援事業のうち産油・産ガス国産業協力等事業に係るもの）_第1回公募,全国,2900000000,2026-01-29T00:00:00.000Z,2026-02-20T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX5dMAH,S-00007857,令和8年度_資源国脱炭素化・エネルギー転換技術等支援事業費補助金_第1回公募,全国,1200000000,2026-01-29T00:00:00.000Z,2026-02-20T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX5FMAX,S-00007856,地域社会ＤＸ推進パッケージ事業（補助事業）,全国,0,2026-01-30T05:00:00.000Z,2026-02-27T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX4vMAH,S-00007852,【経済産業省】ものづくり・商業・サービス生産性向上促進補助金（21次締切）,全国,40000000,2026-01-23T08:00:00.000Z,2027-03-23T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDX3iMAH,S-00007838,令和8年度【継続】地域復興実用化開発等促進事業費補助金,福島県,700000000,2026-02-06T05:00:00.000Z,2026-02-27T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDX3RMAX,S-00007836,令和８年度「地域の中堅・中核企業支援事業（地域の人事部支援事業）」補助事業事務局公募,全国,289920000,2026-02-02T01:00:00.000Z,2026-02-25T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX2gMAH,S-00007831,令和８年度住宅・建築物需給一体型等省エネルギー投資促進事業費補助金,全国,4006000000,2026-02-02T08:00:00.000Z,2026-02-24T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDX1KMAX,S-00007817,中小企業人材確保のための奨学金返還支援事業【令和８年度企業登録】,東京都,0,2026-02-05T05:00:00.000Z,2026-12-17T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDX0DMAX,S-00007803,令和８年度酒類業振興支援事業費補助金（第１期）,鳥取県 / 島根県 / 岡山県 / 広島県 / 山口県 / 徳島県 / 香川県 / 愛媛県 / 高知県 / 北海道 / 青森県 / 岩手県 / 宮城県 / 秋田県 / 山形県 / 福島県 / 茨城県 / 栃木県 / 群馬県 / 埼玉県 / 新潟県 / 長野県 / 千葉県 / 東京都 / 神奈川県 / 山梨県 / 富山県 / 石川県 / 福井県 / 岐阜県 / 静岡県 / 愛知県 / 三重県 / 滋賀県 / 京都府 / 大阪府 / 兵庫県 / 奈良県 / 和歌山県 / 福岡県 / 佐賀県 / 長崎県 / 熊本県 / 大分県 / 宮崎県 / 鹿児島県 / 沖縄県,15000000,2026-01-19T01:00:00.000Z,2026-02-17T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDX03MAH,S-00007801,【福岡市】グリーンビル促進事業（都心部のオフィスビルなどへの緑化助成）,福岡県,30000000,2025-03-31T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWzeMAH,S-00007798,令和８年度地域経済政策推進事業費補助金（輸送等手段の確保支援事業）,福島県,0,2026-01-26T03:00:00.000Z,2026-02-16T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDWzUMAX,S-00007796,【執行団体／事務局 公募】令和８年度「貿易プラットフォーム活用による貿易手続デジタル化推進事業費補助金」,全国,277193000,2026-01-30T01:00:00.000Z,2026-02-20T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWt6MAH,S-00007793,令和8年度　情報バリアフリー役務提供事業推進助成金,全国,0,2026-02-12T15:00:00.000Z,2026-03-13T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDWt1MAH,S-00007792,令和８年度アジア等ゼロエミッション化人材育成等事業費補助金,全国,140000000,2026-01-21T01:00:00.000Z,2026-02-18T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWswMAH,S-00007791,「ポスト5G情報通信システム基盤強化研究開発事業／競争力ある生成AI基盤モデル開発（GENIAC）」の公募,全国,0,2026-01-27T03:00:00.000Z,2026-03-19T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWsmMAH,S-00007789,令和８年度技術・人材協力を通じた新興国との共創推進事業（研修・専門家派遣・寄附講座開設事業）費補助金,全国,1159536000,2026-01-21T01:00:00.000Z,2026-02-18T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWroMAH,S-00007786,令和7年度 北九州市中小企業海外展開支援助成金（米国関税枠・市場調査等助成事業）,福岡県,100000,2025-03-31T15:00:00.000Z,2026-03-31T14:59:00.000Z,300名以下
a0WJ200000CDWrsMAH,S-00007784,令和7年度 北九州市中小企業海外展開支援助成金（米国関税枠・海外見本市等出展助成事業）,福岡県,300000,2025-03-31T15:00:00.000Z,2026-03-31T14:59:00.000Z,300名以下
a0WJ200000CDWrnMAH,S-00007783,令和7年度 北九州市中小企業海外展開支援助成金（米国関税枠・認証取得）,福岡県,100000,2025-03-31T15:00:00.000Z,2026-03-31T14:59:00.000Z,300名以下
a0WJ200000CDWp3MAH,S-00007741,⼩規模事業者持続化補助⾦＜⼀般型 災害⽀援枠（令和６年能登半島地震等）＞９次公募【商⼯会地区】,石川県,2000000,2026-01-23T08:00:00.000Z,2026-03-31T08:00:00.000Z,20名以下
a0WJ200000CDWo5MAH,S-00007735,「ポスト5G情報通信システ厶基盤強化研究開発事業／製造業データ等のAI-Ready化に関する研究開発（GENIAC）」の公募,全国,0,2026-01-27T03:00:00.000Z,2026-02-26T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWh1MAH,S-00007722,令和８年度国際ルール形成・市場創造型標準化推進事業費補助金,全国,20000000,2026-01-22T15:00:00.000Z,2026-02-16T06:00:00.000Z,従業員数の制約なし
a0WJ200000CDWeXMAX,S-00007698,農業生産におけるプラスチック排出抑制対策事業のうちプラスチック代替資材実用化推進事業,全国,0,2025-12-25T06:22:00.000Z,2026-03-31T06:22:00.000Z,従業員数の制約なし
a0WJ200000CDWaRMAX,S-00007688,「カーボンリサイクル・火力発電の脱炭素化技術等国際協力事業／カーボンマネジメントに係る国際連携事業／カーボンリサイクル等に関する国際会議及び情報発信等事業」の公募,全国,0,2026-01-23T01:00:00.000Z,2026-02-24T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWZTMA5,S-00007670,【令和６年度補正 グローバルサウス未来志向型共創等事業費補助金（ウクライナ復興支援・中東欧諸国等連携強化） （二次公募：FS実証・実証事業実施事業者の募集（補助））】,全国,0,2026-01-26T03:00:00.000Z,2026-03-27T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWZJMA5,S-00007668,令和７年度原子力発電施設等の周辺地域における大規模開発地区への企業立地促進事業費補助金,青森県,55000000,2025-12-22T23:30:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWUHMA5,S-00007644,国際労使ネットワーク等を通じた組織化による草の根支援事業,全国,0,2026-01-18T15:00:00.000Z,2026-03-02T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDWUCMA5,S-00007643,2026年度「Innovation for Cool Earth Forum（ICEF）の実施に係る国際連携及び情報発信等事業」の公募,全国,0,2026-01-23T01:00:00.000Z,2026-02-24T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWU7MAP,S-00007642,「ポスト5G情報通信システム基盤強化研究開発事業／データの秘匿性を考慮した効率的なAI学習手法の開発」の公募,全国,0,2026-01-23T01:00:00.000Z,2026-02-27T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWTiMAP,S-00007637,2026年度「NEDO先導研究プログラム／フロンティア育成事業」の公募,全国,0,2026-01-26T01:00:00.000Z,2026-02-27T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDWSWMA5,S-00007630,令和６年度_東京都新人看護職員研修事業費補助事業【仕入控除税額報告】,東京都,1966000,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWRiMAP,S-00007625,小規模事業者持続化補助金＜共同・協業型＞ 第２回公募,全国,50000000,2026-01-16T06:00:00.000Z,2026-02-27T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDWQzMAP,S-00007621,令和５年度病院勤務者勤務環境改善事業・救急医療体制強化事業【仕入控除税額報告】,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWQuMAP,S-00007620,令和６年度病院勤務者勤務環境改善事業・救急医療体制強化事業【仕入控除税額報告】,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWQpMAP,S-00007619,令和５年度地域医療勤務環境改善体制整備事業【仕入控除税額報告】,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWQkMAP,S-00007618,令和６年度勤務環境改善医師派遣等推進事業【仕入控除税額報告】,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDWANMA5,S-00007596,【堺市】余剰電力等活用型太陽光発電設備整備事業（堺エネルギー地産地消プロジェクト推進事業補助金）,大阪府,0,2025-05-15T15:00:00.000Z,2026-02-27T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDW9eMAH,S-00007589,【福岡市】一般廃棄物資源化施設整備費補助金,福岡県,300000000,2025-03-31T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDW9VMAX,S-00007588,【福井県】次世代自動車普及促進事業補助金,福井県,500000,2025-04-13T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDW90MAH,S-00007580,知立市 信用保証料補助金,愛知県,0,2025-03-31T15:00:00.000Z,2026-03-31T14:45:00.000Z,従業員数の制約なし
a0WJ200000CDW4cMAH,S-00007546,「次世代航空機向け静脈産業構築事業」の公募,全国,0,2026-01-16T01:00:00.000Z,2026-02-16T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDW4SMAX,S-00007544,小規模事業者持続化補助金＜一般型 災害支援枠（令和６年能登半島地震等）＞９次公募【商工会議所地区】,石川県,2000000,2026-01-23T08:00:00.000Z,2026-03-31T08:00:00.000Z,20名以下
a0WJ200000CDW2EMAX,S-00007523,令和６年度地域医療勤務環境改善体制整備特別事業【仕入控除税額報告】,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDVxKMAX,S-00007485,令和7年度【3年目申請用】ES（社員満足度）向上による若手人材確保・定着事業助成金,東京都,3000000,2025-11-19T15:00:00.000Z,2029-03-31T14:59:00.000Z,300名以下
a0WJ200000CDVu7MAH,S-00007470,令和７年度勤務環境改善体制医師派遣等推進事業,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDVpcMAH,S-00007454,2025年度「神戸市中小企業投資促進等助成制度」《ロボットシステムインテグレータ育成のための設備取得》,兵庫県,5000000,2025-04-13T15:00:00.000Z,2026-02-27T14:59:00.000Z,300名以下
a0WJ200000CDVoZMAX,S-00007449,令和7年度東京都救命救急センター施設整備等補助事業（設備）,東京都,0,2025-11-04T15:00:00.000Z,2026-06-30T15:00:00.000Z,従業員数の制約なし
a0WJ200000CDVm7MAH,S-00007438,令和７年度病院勤務者勤務環境改善事業・救急医療体制強化事業,東京都,0,2025-10-29T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDVm2MAH,S-00007437,令和７年度借地を活用した障害者（児）施設設置支援事業補助金（継続分）,全国,999999999,2025-03-31T15:00:00.000Z,2026-05-29T14:45:00.000Z,従業員数の制約なし
a0WJ200000CDVjLMAX,S-00007415,木材加工流通施設等の整備支援事業費補助金,東京都,50000000,2023-03-09T00:00:00.000Z,2026-03-31T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDVMWMA5,S-00007314,令和７年度「脱炭素成長型経済構造移行推進対策費補助金（次期航空機開発等支援事業）」国内エンジンMRO拠点強化支援,全国,0,2026-01-23T07:00:00.000Z,2026-02-16T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDVMRMA5,S-00007313,令和７年度「脱炭素成長型経済構造移行推進対策費補助金（次期航空機開発等支援事業）」【事前着手届出】国内エンジンMRO拠点強化支援,全国,0,2026-01-23T07:00:00.000Z,2026-02-16T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDVLYMA5,S-00007307,災害時看護体制整備事業（災害支援ナース所属先医療機関等に対する協力金の交付）,東京都,0,2025-08-31T15:00:00.000Z,2026-03-31T14:45:00.000Z,従業員数の制約なし
a0WJ200000CDUx4MAH,S-00007279,令和７年度SDGsファイナンス支援事業補助金(ソーシャルボンド/ソーシャルローン),全国,3000000,2025-05-30T05:00:00.000Z,2026-03-20T11:00:00.000Z,従業員数の制約なし
a0WJ200000CDUwzMAH,S-00007278,令和７年度SDGsファイナンス支援事業補助金(トランジションボンド/トランジションローン),全国,1000000,2025-05-30T05:00:00.000Z,2026-03-20T11:00:00.000Z,従業員数の制約なし
a0WJ200000CDUwuMAH,S-00007277,令和７年度SDGsファイナンス支援事業補助金(ブルーボンド/ブルーローン),全国,5000000,2025-05-30T05:00:00.000Z,2026-03-20T11:00:00.000Z,従業員数の制約なし
a0WJ200000CDUwkMAH,S-00007275,令和７年度SDGsファイナンス支援事業補助金(グリーンボンド/グリーンローン),全国,2000000,2025-05-30T05:00:00.000Z,2026-03-20T11:00:00.000Z,従業員数の制約なし
a0WJ200000CDUvzMAH,S-00007271,令和7年度【2年目申請用】ES（社員満足度）向上による若手人材確保・定着事業助成金,東京都,3000000,2025-09-10T15:00:00.000Z,2029-03-31T14:59:00.000Z,300名以下
a0WJ200000CDUsTMAX,S-00007259,令和7年度東京都臨床調査個人票電子化等推進事業補助金,東京都,50000,2025-09-01T03:00:00.000Z,2026-06-30T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDUheMAH,S-00007197,令和７年度訪問系介護サービス事業所に対する防犯機器等導入支援補助金,東京都,100000,2025-07-15T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDUhfMAH,S-00007198,令和7年度訪問介護員補助者同行支援補助金,東京都,0,2025-07-15T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDUVkMAP,S-00007181,令和７年度金融機関と連携したサステナビリティ経営促進事業（ＳＬＬ／ＰＩＦ）,東京都,2000000,2025-07-11T05:00:00.000Z,2026-03-23T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDU2TMAX,S-00007156,東京都生産性向上・職場環境整備等支援事業,東京都,50000000,2025-08-04T00:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDTzMMAX,S-00007152,【経済産業省】ものづくり・商業・サービス生産性向上促進補助金（19次締切）,全国,40000000,2025-02-14T08:00:00.000Z,2026-09-28T08:00:00.000Z,従業員数の制約なし
a0WJ200000CDSYnMAP,S-00007061,令和７年度　東京都医療施設浸水対策計画策定支援事業,東京都,4480000,2025-07-07T15:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDRmrMAH,S-00007035,令和７年度私立学校等結核予防費都費補助金,東京都,10000000,2025-07-10T01:00:00.000Z,2026-05-29T03:00:00.000Z,従業員数の制約なし
a0WJ200000CDRafMAH,S-00007015,危機管理対策促進事業_事業完了後の各種申請,茨城県 / 栃木県 / 群馬県 / 埼玉県 / 千葉県 / 東京都 / 神奈川県 / 山梨県,15000000,2024-05-13T00:00:00.000Z,2029-12-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDRHOMA5,S-00006984,令和７年度居宅介護支援事業所事務職員雇用支援補助金,東京都,1950000,2025-08-31T15:00:00.000Z,2026-03-20T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDRBpMAP,S-00006981,令和７年度東京都既存非住宅省エネ改修促進事業補助金,東京都,0,2025-03-31T23:00:00.000Z,2026-03-15T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDRArMAP,S-00006978,令和７年度こどもDX推進に向けた医療機関等におけるマイナンバーカード利活用推進事業補助金,東京都,141000,2025-07-25T00:00:00.000Z,2026-02-27T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDR9EMAX,S-00006969,令和７年度働くパパママ育業応援奨励金【働くパパコースNEXT】,東京都,3300000,2025-07-01T01:00:00.000Z,2026-03-31T14:59:00.000Z,300名以下
a0WJ200000CDR9HMAX,S-00006972,令和７年度働くパパママ育業応援奨励金【もっとパパコース】,東京都,1700000,2025-07-01T01:00:00.000Z,2026-03-31T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDR9GMAX,S-00006971,令和７年度働くパパママ育業応援奨励金【パパと協力！ママコース】,東京都,1000000,2025-07-01T01:00:00.000Z,2026-03-31T14:59:00.000Z,300名以下
a0WJ200000CDR8yMAH,S-00006967,令和７年_設備投資_事業化状況報告,茨城県 / 栃木県 / 群馬県 / 埼玉県 / 千葉県 / 東京都 / 神奈川県 / 山梨県,100000000,2025-11-04T00:00:00.000Z,2026-02-27T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDQuHMAX,S-00006942,令和７年度ＮＢＣ災害・テロ対策設備整備補助事業,東京都,33762000,2025-11-03T15:00:00.000Z,2026-05-30T15:00:00.000Z,従業員数の制約なし
a0WJ200000CDQsLMAX,S-00006940,令和７年度東京都介護支援専門員法定研修受講料補助金,東京都,0,2025-08-31T15:00:00.000Z,2026-03-20T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDQEJMA5,S-00006878,［第十三回］事業再構築補助金_促進上乗せ措置（交付申請等）,全国,150000000,2025-06-30T09:00:00.000Z,2032-10-29T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDPyeMAH,S-00006849,［第十三回］事業再構築補助金_GX進出類型（交付申請等）,全国,150000000,2025-06-30T09:00:00.000Z,2026-10-29T14:59:00.000Z,従業員数の制約なし
a0WJ200000CDPbMMAX,S-00006804,［第十三回］事業再構築補助金_成長分野進出枠、コロナ回復加速枠（交付申請等）,全国,70000000,2025-06-30T09:00:00.000Z,2026-08-29T14:59:00.000Z,従業員数の制約なし
